order_id,customer_id,order_date,order_year,order_month,week_of_year,order_channel,payment_method,gross_amount_jd,discount_jd,net_amount_jd,points_earned,points_redeemed,points_balance_after,season_event
O202600752,C0120,2026-03-11,2026,March,11,Pickup,Card,4.65,0,4.65,46,0,82,Ramadan 2026
O202600753,C0087,2026-03-12,2026,March,11,Pickup,Cash,3.99,0,3.99,39,0,196,Ramadan 2026
O202600754,C0141,2026-03-12,2026,March,11,In-store,Card,3.8,0,3.8,38,0,224,Ramadan 2026
O202600755,C0040,2026-03-12,2026,March,11,Pickup,Card,1.85,0,1.85,18,0,140,Ramadan 2026
O202600756,C0014,2026-03-12,2026,March,11,In-store,Cash,3.85,0,3.85,38,0,195,Ramadan 2026
O202600757,C0127,2026-03-12,2026,March,11,Delivery,Wallet,2.2,0,2.2,22,0,232,Ramadan 2026
O202600758,C0049,2026-03-12,2026,March,11,Delivery,Card,32.78,0,32.78,327,0,479,Ramadan 2026
O202600759,C0130,2026-03-12,2026,March,11,In-store,Card,1.9,0,1.9,19,0,400,Ramadan 2026
O202600760,C0012,2026-03-12,2026,March,11,Delivery,Card,4.99,0,4.99,49,0,225,Ramadan 2026
O202600761,C0061,2026-03-12,2026,March,11,In-store,Cash,9.48,0,9.48,94,0,353,Ramadan 2026
O202600762,C0074,2026-03-12,2026,March,11,Pickup,Card,2.84,0,2.84,28,0,271,Ramadan 2026
O202600763,C0033,2026-03-13,2026,March,11,Delivery,Cash,14.84,0,14.84,148,0,510,Ramadan 2026
O202600764,C0045,2026-03-13,2026,March,11,In-store,Card,2.2,0,2.2,22,0,173,Ramadan 2026
O202600765,C0056,2026-03-13,2026,March,11,Pickup,Card,7.56,0,7.56,75,0,352,Ramadan 2026
O202600766,C0074,2026-03-13,2026,March,11,Pickup,Wallet,3.79,0,3.79,37,0,308,Ramadan 2026
O202600767,C0122,2026-03-13,2026,March,11,Pickup,Cash,1.8,0.05,1.75,17,0,102,Ramadan 2026
O202600768,C0113,2026-03-13,2026,March,11,Pickup,Card,5.12,0,5.12,51,0,292,Ramadan 2026
O202600769,C0042,2026-03-13,2026,March,11,In-store,Card,10.25,0.31,9.94,99,0,242,Ramadan 2026
O202600770,C0045,2026-03-13,2026,March,11,Pickup,Wallet,0.99,0,0.99,9,0,182,Ramadan 2026
O202600771,C0145,2026-03-13,2026,March,11,Delivery,Card,13.2,0,13.2,132,0,190,Ramadan 2026
O202600772,C0110,2026-03-13,2026,March,11,Pickup,Cash,1.08,0.03,1.05,10,0,379,Ramadan 2026
O202600773,C0150,2026-03-13,2026,March,11,Delivery,Cash,3.65,0.11,3.54,35,0,105,Ramadan 2026
O202600774,C0055,2026-03-13,2026,March,11,In-store,Card,3,0,3,30,0,106,Ramadan 2026
O202600775,C0039,2026-03-14,2026,March,11,Pickup,Wallet,6.2,0,6.2,62,0,183,Ramadan 2026
O202600776,C0007,2026-03-14,2026,March,11,Delivery,Card,0.3,0,0.3,3,0,56,Ramadan 2026
O202600777,C0097,2026-03-14,2026,March,11,In-store,Cash,4.56,0,4.56,45,0,180,Ramadan 2026
O202600778,C0001,2026-03-14,2026,March,11,In-store,Cash,1.25,0,1.25,12,0,478,Ramadan 2026
O202600779,C0104,2026-03-14,2026,March,11,In-store,Cash,6.4,0,6.4,64,0,297,Ramadan 2026
O202600780,C0018,2026-03-14,2026,March,11,Delivery,Cash,3.51,0,3.51,35,0,211,Ramadan 2026
O202600781,C0098,2026-03-14,2026,March,11,In-store,Cash,4.75,0,4.75,47,0,378,Ramadan 2026
O202600782,C0048,2026-03-14,2026,March,11,Delivery,Cash,1,0,1,10,0,610,Ramadan 2026
O202600783,C0069,2026-03-14,2026,March,11,Delivery,Card,2.75,0,2.75,27,0,270,Ramadan 2026
O202600784,C0048,2026-03-14,2026,March,11,In-store,Card,7.3,0,7.3,73,0,683,Ramadan 2026
O202600785,C0099,2026-03-14,2026,March,11,Pickup,Card,1.35,0,1.35,13,0,264,Ramadan 2026
O202600786,C0031,2026-03-14,2026,March,11,In-store,Card,2.95,0,2.95,29,0,177,Ramadan 2026
O202600787,C0139,2026-03-14,2026,March,11,Delivery,Card,0.76,0,0.76,7,0,497,Ramadan 2026
O202600788,C0013,2026-03-14,2026,March,11,In-store,Cash,7.02,0,7.02,70,0,202,Ramadan 2026
O202600789,C0082,2026-03-14,2026,March,11,In-store,Wallet,0.7,0,0.7,7,0,194,Ramadan 2026
O202600790,C0137,2026-03-14,2026,March,11,Pickup,Card,4.94,0,4.94,49,0,342,Ramadan 2026
O202600791,C0052,2026-03-14,2026,March,11,In-store,Card,9.3,0,9.3,93,0,345,Ramadan 2026
O202600792,C0064,2026-03-14,2026,March,11,Pickup,Card,7.5,0,7.5,75,0,247,Ramadan 2026
O202600793,C0084,2026-03-14,2026,March,11,Pickup,Card,0.76,0,0.76,7,0,387,Ramadan 2026
O202600794,C0150,2026-03-14,2026,March,11,Delivery,Card,3.85,0,3.85,38,0,143,Ramadan 2026
O202600795,C0016,2026-03-14,2026,March,11,Delivery,Cash,2.09,0.06,2.03,20,0,415,Ramadan 2026
O202600796,C0029,2026-03-14,2026,March,11,Delivery,Cash,2.81,0,2.81,28,0,154,Ramadan 2026
O202600797,C0125,2026-03-14,2026,March,11,Pickup,Card,5.2,0,5.2,52,0,430,Ramadan 2026
O202600798,C0067,2026-03-14,2026,March,11,Pickup,Cash,1.45,0,1.45,14,0,304,Ramadan 2026
O202600799,C0113,2026-03-15,2026,March,12,In-store,Card,9.18,0,9.18,91,0,383,Ramadan 2026
O202600800,C0149,2026-03-15,2026,March,12,In-store,Cash,2.65,0,2.65,26,0,150,Ramadan 2026
O202600801,C0112,2026-03-15,2026,March,12,In-store,Wallet,5.7,0,5.7,57,0,582,Ramadan 2026
O202600802,C0012,2026-03-15,2026,March,12,Delivery,Cash,8.5,0,8.5,85,0,310,Ramadan 2026
O202600803,C0105,2026-03-15,2026,March,12,Pickup,Cash,18.42,0,18.42,184,0,394,Ramadan 2026
O202600804,C0046,2026-03-15,2026,March,12,In-store,Card,2.5,0.07,2.43,24,0,257,Ramadan 2026
O202600805,C0093,2026-03-15,2026,March,12,Pickup,Card,3.5,0,3.5,35,0,274,Ramadan 2026
O202600806,C0098,2026-03-15,2026,March,12,Pickup,Cash,12.28,0,12.28,122,0,500,Ramadan 2026
O202600807,C0092,2026-03-15,2026,March,12,Pickup,Cash,4.99,0,4.99,49,0,122,Ramadan 2026
O202600808,C0147,2026-03-15,2026,March,12,Delivery,Card,1.2,0,1.2,12,0,61,Ramadan 2026
O202600809,C0143,2026-03-15,2026,March,12,Pickup,Cash,5.8,0,5.8,58,0,155,Ramadan 2026
O202600810,C0131,2026-03-15,2026,March,12,Delivery,Card,2.34,0,2.34,23,0,228,Ramadan 2026
O202600811,C0057,2026-03-15,2026,March,12,In-store,Cash,0.6,0,0.6,6,0,388,Ramadan 2026
O202600812,C0066,2026-03-15,2026,March,12,Delivery,Cash,0.79,0,0.79,7,0,256,Ramadan 2026
O202600813,C0105,2026-03-15,2026,March,12,Pickup,Card,2,0,2,20,0,414,Ramadan 2026
O202600814,C0143,2026-03-15,2026,March,12,In-store,Wallet,6.35,0,6.35,63,0,218,Ramadan 2026
O202600815,C0024,2026-03-16,2026,March,12,Delivery,Card,0.9,0,0.9,9,0,79,Ramadan 2026
O202600816,C0067,2026-03-16,2026,March,12,Pickup,Card,1.9,0,1.9,19,0,323,Ramadan 2026
O202600817,C0010,2026-03-16,2026,March,12,Pickup,Cash,11.53,0,11.53,115,0,445,Ramadan 2026
O202600818,C0017,2026-03-16,2026,March,12,In-store,Card,0.65,0,0.65,6,0,310,Ramadan 2026
O202600819,C0080,2026-03-16,2026,March,12,In-store,Card,1.75,0,1.75,17,0,196,Ramadan 2026
O202600820,C0069,2026-03-16,2026,March,12,In-store,Cash,8.8,0,8.8,88,0,358,Ramadan 2026
O202600821,C0139,2026-03-16,2026,March,12,In-store,Card,0.7,0.02,0.68,6,0,503,Ramadan 2026
O202600822,C0034,2026-03-16,2026,March,12,Pickup,Card,1.25,0,1.25,12,0,223,Ramadan 2026
O202600823,C0007,2026-03-16,2026,March,12,Pickup,Wallet,7.78,0,7.78,77,0,133,Ramadan 2026
O202600824,C0083,2026-03-16,2026,March,12,Pickup,Cash,1.33,0,1.33,13,0,355,Ramadan 2026
O202600825,C0007,2026-03-16,2026,March,12,In-store,Cash,2.09,0,2.09,20,0,153,Ramadan 2026
O202600826,C0044,2026-03-16,2026,March,12,Pickup,Wallet,3.75,0,3.75,37,0,156,Ramadan 2026
O202600827,C0095,2026-03-16,2026,March,12,Delivery,Card,6,0,6,60,0,491,Ramadan 2026
O202600828,C0031,2026-03-17,2026,March,12,In-store,Card,7.46,0,7.46,74,0,251,Ramadan 2026
O202600829,C0078,2026-03-17,2026,March,12,Delivery,Cash,1.43,0,1.43,14,0,326,Ramadan 2026
O202600830,C0046,2026-03-17,2026,March,12,Pickup,Card,3.7,0,3.7,37,0,294,Ramadan 2026
O202600831,C0079,2026-03-17,2026,March,12,Delivery,Cash,4.46,0.13,4.33,43,0,332,Ramadan 2026
O202600832,C0030,2026-03-17,2026,March,12,Pickup,Card,1.6,0,1.6,16,0,297,Ramadan 2026
O202600833,C0048,2026-03-17,2026,March,12,In-store,Card,2.05,0,2.05,20,0,703,Ramadan 2026
O202600834,C0076,2026-03-17,2026,March,12,Delivery,Wallet,6.21,0,6.21,62,0,269,Ramadan 2026
O202600835,C0008,2026-03-17,2026,March,12,In-store,Card,10.98,0,10.98,109,0,392,Ramadan 2026
O202600836,C0028,2026-03-17,2026,March,12,Delivery,Card,3.96,0,3.96,39,0,126,Ramadan 2026
O202600837,C0047,2026-03-17,2026,March,12,Pickup,Wallet,7.7,0,7.7,77,0,378,Ramadan 2026
O202600838,C0076,2026-03-17,2026,March,12,In-store,Card,1.9,0,1.9,19,0,288,Ramadan 2026
O202600839,C0048,2026-03-17,2026,March,12,Pickup,Wallet,2.89,0,2.89,28,0,731,Ramadan 2026
O202600840,C0106,2026-03-17,2026,March,12,In-store,Cash,8.14,0.24,7.9,79,0,204,Ramadan 2026
O202600841,C0044,2026-03-18,2026,March,12,Pickup,Card,2.89,0,2.89,28,0,184,Ramadan 2026
O202600842,C0062,2026-03-18,2026,March,12,Pickup,Cash,1.58,0,1.58,15,0,230,Ramadan 2026
O202600843,C0097,2026-03-18,2026,March,12,In-store,Wallet,1.98,0,1.98,19,0,199,Ramadan 2026
O202600844,C0070,2026-03-18,2026,March,12,Pickup,Cash,2.8,0,2.8,28,0,491,Ramadan 2026
O202600845,C0071,2026-03-18,2026,March,12,Delivery,Wallet,2.09,0.06,2.03,20,0,228,Ramadan 2026
O202600846,C0037,2026-03-18,2026,March,12,Pickup,Card,3.75,0.11,3.64,36,0,90,Ramadan 2026
O202600847,C0037,2026-03-18,2026,March,12,Delivery,Cash,3.69,0,3.69,36,0,126,Ramadan 2026
O202600848,C0147,2026-03-18,2026,March,12,Delivery,Wallet,6.66,0,6.66,66,0,127,Ramadan 2026
O202600849,C0060,2026-03-18,2026,March,12,In-store,Card,6.44,0,6.44,64,0,407,Ramadan 2026
O202600850,C0116,2026-03-19,2026,March,12,Delivery,Card,0.9,0.03,0.87,8,0,115,Ramadan 2026
O202600851,C0077,2026-03-19,2026,March,12,In-store,Card,16.03,0,16.03,160,0,510,Ramadan 2026
O202600852,C0027,2026-03-19,2026,March,12,In-store,Card,1.8,0,1.8,18,0,236,Ramadan 2026
O202600853,C0074,2026-03-19,2026,March,12,Pickup,Wallet,3.65,0,3.65,36,0,344,Ramadan 2026
O202600854,C0026,2026-03-19,2026,March,12,Delivery,Card,0.7,0.02,0.68,6,0,85,Ramadan 2026
O202600855,C0121,2026-03-19,2026,March,12,Pickup,Card,4.5,0,4.5,45,0,450,Ramadan 2026
O202600856,C0012,2026-03-19,2026,March,12,Delivery,Cash,2.5,0.07,2.43,24,0,334,Ramadan 2026
O202600857,C0049,2026-03-20,2026,March,12,Pickup,Cash,21.1,1.06,20.04,200,0,679,Eid al-Fitr 2026
O202600858,C0050,2026-03-20,2026,March,12,Delivery,Card,0.55,0.03,0.52,5,0,170,Eid al-Fitr 2026
O202600859,C0085,2026-03-20,2026,March,12,Delivery,Card,2.3,0.18,2.12,21,0,173,Eid al-Fitr 2026
O202600860,C0026,2026-03-20,2026,March,12,In-store,Card,2.56,0.26,2.3,23,0,108,Eid al-Fitr 2026
O202600861,C0064,2026-03-20,2026,March,12,In-store,Cash,1,0.05,0.95,9,0,256,Eid al-Fitr 2026
O202600862,C0123,2026-03-20,2026,March,12,Delivery,Cash,8.7,0.87,7.83,78,0,396,Eid al-Fitr 2026
O202600863,C0062,2026-03-20,2026,March,12,In-store,Cash,1.35,0.14,1.21,12,0,242,Eid al-Fitr 2026
O202600864,C0129,2026-03-20,2026,March,12,Pickup,Cash,7.41,0.74,6.67,66,0,151,Eid al-Fitr 2026
O202600865,C0079,2026-03-20,2026,March,12,Pickup,Cash,1.8,0.18,1.62,16,0,348,Eid al-Fitr 2026
O202600866,C0058,2026-03-20,2026,March,12,Delivery,Cash,0.6,0.06,0.54,5,0,74,Eid al-Fitr 2026
O202600867,C0086,2026-03-20,2026,March,12,In-store,Card,5.06,0.4,4.66,46,0,468,Eid al-Fitr 2026
O202600868,C0012,2026-03-20,2026,March,12,In-store,Cash,0.6,0.06,0.54,5,0,339,Eid al-Fitr 2026
O202600869,C0126,2026-03-20,2026,March,12,In-store,Wallet,1.1,0.11,0.99,9,0,38,Eid al-Fitr 2026
O202600870,C0053,2026-03-20,2026,March,12,Delivery,Cash,9.78,0.98,8.8,88,0,357,Eid al-Fitr 2026
O202600871,C0076,2026-03-20,2026,March,12,Pickup,Card,9.2,0.46,8.74,87,0,375,Eid al-Fitr 2026
O202600872,C0085,2026-03-20,2026,March,12,Pickup,Card,1.6,0.13,1.47,14,0,187,Eid al-Fitr 2026
O202600873,C0135,2026-03-20,2026,March,12,In-store,Card,1.54,0.15,1.39,13,0,326,Eid al-Fitr 2026
O202600874,C0005,2026-03-21,2026,March,12,Delivery,Cash,20.71,1.04,19.67,196,0,469,Eid al-Fitr 2026
O202600875,C0084,2026-03-21,2026,March,12,Delivery,Wallet,3.01,0.15,2.86,28,0,415,Eid al-Fitr 2026
O202600876,C0126,2026-03-21,2026,March,12,Pickup,Card,0.55,0.03,0.52,5,0,43,Eid al-Fitr 2026
O202600877,C0010,2026-03-21,2026,March,12,In-store,Card,5.89,0.47,5.42,54,0,499,Eid al-Fitr 2026
O202600878,C0009,2026-03-21,2026,March,12,Pickup,Card,6.9,0.35,6.55,65,0,192,Eid al-Fitr 2026
O202600879,C0066,2026-03-21,2026,March,12,In-store,Cash,3.49,0.17,3.32,33,0,289,Eid al-Fitr 2026
O202600880,C0147,2026-03-21,2026,March,12,In-store,Cash,5.67,0.57,5.1,51,0,178,Eid al-Fitr 2026
O202600881,C0051,2026-03-21,2026,March,12,Pickup,Cash,1.5,0.08,1.42,14,0,113,Eid al-Fitr 2026
O202600882,C0137,2026-03-21,2026,March,12,Pickup,Wallet,2.5,0.2,2.3,23,0,365,Eid al-Fitr 2026
O202600883,C0097,2026-03-21,2026,March,12,Delivery,Cash,1.75,0.09,1.66,16,0,215,Eid al-Fitr 2026
O202600884,C0147,2026-03-21,2026,March,12,In-store,Wallet,4.7,0.24,4.46,44,0,222,Eid al-Fitr 2026
O202600885,C0051,2026-03-21,2026,March,12,Delivery,Card,1.54,0.15,1.39,13,0,126,Eid al-Fitr 2026
O202600886,C0079,2026-03-21,2026,March,12,Pickup,Card,16.75,1.34,15.41,154,0,502,Eid al-Fitr 2026
O202600887,C0139,2026-03-21,2026,March,12,Pickup,Wallet,4.05,0.2,3.85,38,0,541,Eid al-Fitr 2026
O202600888,C0026,2026-03-21,2026,March,12,In-store,Card,1,0.08,0.92,9,0,117,Eid al-Fitr 2026
O202600889,C0006,2026-03-21,2026,March,12,In-store,Card,5.85,0.29,5.56,55,0,89,Eid al-Fitr 2026
O202600890,C0033,2026-03-21,2026,March,12,Pickup,Cash,9.74,0.49,9.25,92,0,602,Eid al-Fitr 2026
O202600891,C0130,2026-03-21,2026,March,12,Pickup,Cash,8.78,0.44,8.34,83,0,483,Eid al-Fitr 2026
O202600892,C0001,2026-03-21,2026,March,12,Delivery,Wallet,1.9,0.1,1.8,18,0,496,Eid al-Fitr 2026
O202600893,C0002,2026-03-21,2026,March,12,Delivery,Card,1,0.05,0.95,9,0,183,Eid al-Fitr 2026
O202600894,C0092,2026-03-21,2026,March,12,Pickup,Wallet,3.4,0.17,3.23,32,0,154,Eid al-Fitr 2026
O202600895,C0016,2026-03-21,2026,March,12,Delivery,Card,2.65,0.13,2.52,25,0,440,Eid al-Fitr 2026
O202600896,C0134,2026-03-21,2026,March,12,In-store,Cash,0.3,0.02,0.28,2,0,186,Eid al-Fitr 2026
O202600897,C0060,2026-03-22,2026,March,13,Pickup,Cash,7.6,0.76,6.84,68,0,475,Eid al-Fitr 2026
O202600898,C0019,2026-03-22,2026,March,13,Pickup,Cash,3.2,0.16,3.04,30,0,176,Eid al-Fitr 2026
O202600899,C0056,2026-03-22,2026,March,13,Delivery,Cash,0.39,0.02,0.37,3,0,355,Eid al-Fitr 2026
O202600900,C0033,2026-03-22,2026,March,13,Pickup,Cash,7.8,0.62,7.18,71,0,673,Eid al-Fitr 2026
O202600901,C0131,2026-03-22,2026,March,13,In-store,Card,0.3,0.02,0.28,2,0,230,Eid al-Fitr 2026
O202600902,C0032,2026-03-22,2026,March,13,In-store,Cash,7.54,0.38,7.16,71,0,416,Eid al-Fitr 2026
O202600903,C0046,2026-03-22,2026,March,13,In-store,Card,4.65,0.37,4.28,42,0,336,Eid al-Fitr 2026
O202600904,C0091,2026-03-22,2026,March,13,Delivery,Cash,7.25,0.36,6.89,68,0,310,Eid al-Fitr 2026
O202600905,C0020,2026-03-22,2026,March,13,Delivery,Card,4.99,0.5,4.49,44,0,153,Eid al-Fitr 2026
O202600906,C0074,2026-03-22,2026,March,13,In-store,Card,1.9,0.1,1.8,18,0,362,Eid al-Fitr 2026
O202600907,C0001,2026-03-22,2026,March,13,Pickup,Card,1.55,0.08,1.47,14,0,510,Eid al-Fitr 2026
O202600908,C0029,2026-03-22,2026,March,13,In-store,Cash,0.6,0.06,0.54,5,0,159,Eid al-Fitr 2026
O202600909,C0093,2026-03-22,2026,March,13,Pickup,Cash,0.1,0.01,0.09,0,0,274,Eid al-Fitr 2026
O202600910,C0075,2026-03-22,2026,March,13,In-store,Wallet,8.78,0.44,8.34,83,0,342,Eid al-Fitr 2026
O202600911,C0081,2026-03-22,2026,March,13,Delivery,Wallet,0.25,0.01,0.24,2,0,120,Eid al-Fitr 2026
O202600912,C0098,2026-03-22,2026,March,13,Delivery,Wallet,5.3,0.42,4.88,48,0,548,Eid al-Fitr 2026
O202600913,C0075,2026-03-22,2026,March,13,In-store,Card,0.75,0.04,0.71,7,0,349,Eid al-Fitr 2026
O202600914,C0058,2026-03-22,2026,March,13,Pickup,Cash,4.65,0.37,4.28,42,0,116,Eid al-Fitr 2026
O202600915,C0116,2026-03-22,2026,March,13,Pickup,Cash,2.31,0.18,2.13,21,0,136,Eid al-Fitr 2026
O202600916,C0052,2026-03-22,2026,March,13,Pickup,Cash,54.5,5.45,49.05,490,0,835,Eid al-Fitr 2026
O202600917,C0145,2026-03-22,2026,March,13,In-store,Cash,2.55,0.13,2.42,24,0,214,Eid al-Fitr 2026
O202600918,C0034,2026-03-22,2026,March,13,Delivery,Cash,1.4,0.14,1.26,12,0,235,Eid al-Fitr 2026
O202600919,C0125,2026-03-22,2026,March,13,Delivery,Card,6.6,0.53,6.07,60,0,490,Eid al-Fitr 2026
O202600920,C0053,2026-03-22,2026,March,13,Delivery,Card,3.37,0.17,3.2,32,0,389,Eid al-Fitr 2026
O202600921,C0027,2026-03-22,2026,March,13,In-store,Card,2.99,0.3,2.69,26,0,262,Eid al-Fitr 2026
O202600922,C0036,2026-03-23,2026,March,13,Pickup,Card,0.75,0.04,0.71,7,0,166,Eid al-Fitr 2026
O202600923,C0039,2026-03-23,2026,March,13,Pickup,Card,5.51,0.28,5.23,52,0,235,Eid al-Fitr 2026
O202600924,C0083,2026-03-23,2026,March,13,In-store,Card,4.86,0.24,4.62,46,0,401,Eid al-Fitr 2026
O202600925,C0064,2026-03-23,2026,March,13,In-store,Cash,4.85,0.39,4.46,44,0,300,Eid al-Fitr 2026
O202600926,C0032,2026-03-23,2026,March,13,Pickup,Wallet,1.33,0.07,1.26,12,0,428,Eid al-Fitr 2026
O202600927,C0116,2026-03-23,2026,March,13,In-store,Cash,0.7,0.07,0.63,6,0,142,Eid al-Fitr 2026
O202600928,C0042,2026-03-23,2026,March,13,In-store,Wallet,1.95,0.1,1.85,18,0,260,Eid al-Fitr 2026
O202600929,C0003,2026-03-23,2026,March,13,In-store,Card,1.2,0.06,1.14,11,0,340,Eid al-Fitr 2026
O202600930,C0108,2026-03-23,2026,March,13,In-store,Cash,5.4,0.43,4.97,49,0,649,Eid al-Fitr 2026
O202600931,C0115,2026-03-23,2026,March,13,Delivery,Card,15.64,0.78,14.86,148,0,625,Eid al-Fitr 2026
O202600932,C0097,2026-03-23,2026,March,13,Pickup,Wallet,3.65,0.18,3.47,34,0,249,Eid al-Fitr 2026
O202600933,C0130,2026-03-23,2026,March,13,In-store,Cash,0.6,0.05,0.55,5,0,488,Eid al-Fitr 2026
O202600934,C0040,2026-03-23,2026,March,13,In-store,Card,1.5,0.08,1.42,14,0,154,Eid al-Fitr 2026
O202600935,C0146,2026-03-23,2026,March,13,Pickup,Wallet,3.8,0.3,3.5,35,0,704,Eid al-Fitr 2026
O202600936,C0024,2026-03-24,2026,March,13,In-store,Cash,2.21,0.07,2.14,21,0,100,Normal
O202600937,C0029,2026-03-24,2026,March,13,Pickup,Card,12,0,12,120,0,279,Normal
O202600938,C0134,2026-03-24,2026,March,13,Delivery,Cash,0.25,0,0.25,2,0,188,Normal
O202600939,C0131,2026-03-24,2026,March,13,In-store,Cash,4.1,0,4.1,41,0,271,Normal
O202600940,C0138,2026-03-24,2026,March,13,In-store,Card,3.1,0,3.1,31,0,391,Normal
O202600941,C0109,2026-03-24,2026,March,13,Pickup,Card,2.53,0.08,2.45,24,0,316,Normal
O202600942,C0037,2026-03-24,2026,March,13,In-store,Card,0.25,0,0.25,2,0,128,Normal
O202600943,C0134,2026-03-25,2026,March,13,Pickup,Card,0.6,0.02,0.58,5,0,193,Normal
O202600944,C0097,2026-03-25,2026,March,13,In-store,Cash,0.65,0,0.65,6,0,255,Normal
O202600945,C0042,2026-03-25,2026,March,13,Pickup,Card,10.44,0,10.44,104,0,364,Normal
O202600946,C0122,2026-03-25,2026,March,13,In-store,Card,25.97,0.78,25.19,251,0,353,Normal
O202600947,C0035,2026-03-25,2026,March,13,In-store,Card,21.03,0,21.03,210,0,669,Normal
O202600948,C0115,2026-03-25,2026,March,13,Pickup,Wallet,1.31,0,1.31,13,0,638,Normal
O202600949,C0138,2026-03-25,2026,March,13,Pickup,Cash,2.6,0,2.6,26,0,417,Normal
O202600950,C0109,2026-03-25,2026,March,13,Delivery,Cash,3.5,0,3.5,35,0,351,Normal
O202600951,C0114,2026-03-26,2026,March,13,Delivery,Cash,1,0,1,10,0,285,Normal
O202600952,C0001,2026-03-26,2026,March,13,Delivery,Wallet,2.1,0,2.1,21,0,531,Normal
O202600953,C0103,2026-03-26,2026,March,13,In-store,Wallet,9.8,0.29,9.51,95,0,361,Normal
O202600954,C0015,2026-03-26,2026,March,13,In-store,Cash,5.07,0,5.07,50,0,253,Normal
O202600955,C0045,2026-03-26,2026,March,13,In-store,Wallet,0.9,0,0.9,9,0,191,Normal
O202600956,C0124,2026-03-27,2026,March,13,In-store,Card,2.35,0,2.35,23,100,470,Normal
O202600957,C0024,2026-03-27,2026,March,13,In-store,Card,1.6,0,1.6,16,0,116,Normal
O202600958,C0052,2026-03-27,2026,March,13,Pickup,Card,3.8,0,3.8,38,0,873,Normal
O202600959,C0108,2026-03-27,2026,March,13,Pickup,Wallet,3.1,0,3.1,31,0,680,Normal
O202600960,C0071,2026-03-27,2026,March,13,Delivery,Cash,1,0,1,10,0,238,Normal
O202600961,C0070,2026-03-27,2026,March,13,Delivery,Card,8.23,0,8.23,82,0,573,Normal
O202600962,C0034,2026-03-27,2026,March,13,Delivery,Cash,5.6,0,5.6,56,0,291,Normal
O202600963,C0099,2026-03-27,2026,March,13,Delivery,Cash,3.35,0,3.35,33,0,297,Normal
O202600964,C0057,2026-03-27,2026,March,13,In-store,Card,14.45,0,14.45,144,0,532,Normal
O202600965,C0056,2026-03-27,2026,March,13,In-store,Card,12.97,0,12.97,129,0,484,Normal
O202600966,C0139,2026-03-28,2026,March,13,In-store,Cash,3.81,0,3.81,38,0,579,Normal
O202600967,C0011,2026-03-28,2026,March,13,In-store,Card,4.3,0,4.3,43,0,422,Normal
O202600968,C0128,2026-03-28,2026,March,13,Delivery,Card,13.55,0,13.55,135,0,393,Normal
O202600969,C0150,2026-03-28,2026,March,13,Pickup,Card,3.24,0,3.24,32,0,175,Normal
O202600970,C0145,2026-03-28,2026,March,13,Delivery,Card,6.5,0,6.5,65,0,279,Normal
O202600971,C0046,2026-03-28,2026,March,13,Delivery,Cash,1.9,0,1.9,19,0,355,Normal
O202600972,C0095,2026-03-28,2026,March,13,In-store,Card,6.99,0,6.99,69,0,560,Normal
O202600973,C0119,2026-03-28,2026,March,13,In-store,Card,1.15,0,1.15,11,0,967,Normal
O202600974,C0145,2026-03-28,2026,March,13,In-store,Card,0.6,0,0.6,6,0,285,Normal
O202600975,C0036,2026-03-28,2026,March,13,In-store,Wallet,3.1,0,3.1,31,0,197,Normal
O202600976,C0042,2026-03-28,2026,March,13,Delivery,Wallet,0.65,0,0.65,6,0,370,Normal
O202600977,C0002,2026-03-28,2026,March,13,Pickup,Cash,1.5,0.04,1.46,14,0,197,Normal
O202600978,C0023,2026-03-29,2026,March,14,In-store,Card,0.9,0,0.9,9,0,83,Normal
O202600979,C0132,2026-03-29,2026,March,14,Pickup,Wallet,1.1,0,1.1,11,0,280,Normal
O202600980,C0092,2026-03-29,2026,March,14,In-store,Wallet,1.7,0,1.7,17,0,171,Normal
O202600981,C0005,2026-03-29,2026,March,14,Delivery,Cash,17.01,0,17.01,170,0,639,Normal
O202600982,C0049,2026-03-29,2026,March,14,Pickup,Card,2.9,0,2.9,29,0,708,Normal
O202600983,C0084,2026-03-29,2026,March,14,In-store,Cash,1.1,0,1.1,11,0,426,Normal
O202600984,C0134,2026-03-29,2026,March,14,In-store,Wallet,1,0,1,10,0,203,Normal
O202600985,C0044,2026-03-29,2026,March,14,In-store,Cash,5.48,0,5.48,54,0,238,Normal
O202600986,C0056,2026-03-30,2026,March,14,In-store,Card,2.26,0,2.26,22,0,506,Normal
O202600987,C0071,2026-03-30,2026,March,14,Delivery,Card,4.9,0.15,4.75,47,0,285,Normal
O202600988,C0123,2026-03-30,2026,March,14,Delivery,Wallet,1.44,0,1.44,14,0,410,Normal
O202600989,C0041,2026-03-30,2026,March,14,Delivery,Card,4.8,0,4.8,48,0,412,Normal
O202600990,C0011,2026-03-30,2026,March,14,In-store,Card,1.9,0,1.9,19,0,441,Normal
O202600991,C0011,2026-03-30,2026,March,14,In-store,Cash,8.15,0,8.15,81,0,522,Normal
O202600992,C0122,2026-03-30,2026,March,14,In-store,Cash,1.8,0,1.8,18,0,371,Normal
O202600993,C0014,2026-03-31,2026,March,14,In-store,Cash,1.1,0,1.1,11,0,206,Normal
O202600994,C0111,2026-03-31,2026,March,14,Delivery,Cash,4.99,0,4.99,49,0,88,Normal
