order_id,order_date,customer_id,basket_items,basket_categories,association_groups,total_distinct_products,total_units,net_amount_jd,season_event
O202601347,2026-05-08,C0087,"Ozmo Fun Shape Milk Chocolate Lollipop, 23g",Chocolate,Soft Drinks,1,4,2.4,Normal
O202601348,2026-05-08,C0014,"Barakah Al Sanabel Chiffari Lisci, 450g",pasta,Pasta,1,2,0.7,Normal
O202601349,2026-05-09,C0137,"Kinder Joy Chocolate Egg for Boys Assorted, 20g | Cheetos Crunchy Flaming Hot Chips, 115g | Nutella B-Ready Chocolate Wafer Bar (6 Bars), 132g",Chocolate | Chips | Chocolate,Chocolate | Chips | Soft Drinks,3,3,3.95,Normal
O202601350,2026-05-09,C0083,"Mythic Sensation Mini Milk Chocolate 30 g | Spuds Tomato Bruschetta Craft Cooked Chips, 65g | Koita Organic Chocolate Milk Uht 200 ml",Chocolate | Chips | Long Life Milk,Chocolate | Chips | Soft Drinks,3,3,2.95,Normal
O202601351,2026-05-09,C0041,"Galaxy Dark Truffle Dark Chocolate Bar, 33g",Chocolate,Soft Drinks,1,4,3.08,Normal
O202601352,2026-05-09,C0106,Maxims Sweet Corn 180 g 3 pcs get 1 pc Free | Barilla Rigatoni 500 g,Canned Fruit | pasta,Canned Vegetables | Pasta,2,5,14.29,Normal
O202601353,2026-05-09,C0054,"NewLand Special Sauce For Burgers & Fries, 300g | Mr.Chips Crocodile Cheese & Pizza Flavor Snack, 58g | Morrisons Apricot Halves in Juice, 410g",Cooking & Baking | Chips | Canned Fruit,Sauce | Frozen pizza | Juices,3,7,19.42,Normal
O202601354,2026-05-09,C0085,"Eti Adicto Gold Mini Chocolate Brown Cake, 180g | Bifa Keks Roll Cake with Cocoa Cream, 50g",Cakes and Rolls | Cakes and Rolls,Chocolate | Bakery,2,3,3.65,Normal
O202601355,2026-05-09,C0135,"Alyoum Burger Buns with Sesame Seeds, 6 Pieces | Mr.Chips Bugles Cheese Flavor Corn Snacks, 33g | Almarai Full Fat Processed Cheddar Burger Cheese (10 Slices), 200g | Eti Pop Kek Mini Cake with Dark Chocolate, 144g | Maxim's Sliced Tuna With Garlic And Black Pepper 120 g | Canary Tutti Frutti Sugar Free Sparkling Drink, 330ml",Burger Buns | Chips | Cheese | Cakes and Rolls | Canned Seafood | Soft Drinks,Burger Buns | Cheese | Burger | Bakery | Sauce | Soft Drinks,6,11,8.43,Normal
O202601356,2026-05-10,C0006,"Mr.Chips Pizza Flavor Corn Chips, 58g | Ozmo Fun Shape Milk Chocolate Lollipop, 23g | Kinder Happy Hippo Biscuits with Double Cream Filling, 103.5g",Chips | Chocolate | Chocolate,Chips | Soft Drinks | Chocolate,3,3,2.72,Normal
O202601357,2026-05-10,C0127,"Ozmo Milk Chocolate Egg Shapes, 20g",Chocolate,Dairy,1,1,0.75,Normal
O202601358,2026-05-10,C0124,"Smart Chips Ketchup Flavor Stix, 75g | Spuds Sour Cream & Onion Craft Cooked Chips, 65g",Chips | Chips,Chips | Dairy,2,4,4.59,Normal
O202601359,2026-05-10,C0140,"NewLand Dynamite Sauce, 300ml | Frozen fries | Storck Toffifee Hazelnut In Caramel Candy, 125g",Cooking & Baking | frozen food | Chocolate,Sauce | Frozen fries | Soft Drinks,3,3,6.78,Normal
O202601360,2026-05-10,C0022,"Barbican Passion Fruit Flavour Non-Alcoholic Malt Beverage in Bottle, 330ml | Spuds Tomato Bruschetta Craft Cooked Chips, 65g | Crush Cola Soft Drink Pet Bottle, 1L | Kinder Chocolate Milk Chocolate Bars With Milky Filling (4 Bars), 50g",Specialty Drinks | Chips | Soft Drinks | Chocolate,Fruit And Veg | Chips | Soft Drinks | Chocolate,4,4,2.16,Normal
O202601361,2026-05-10,C0073,"Exeter Canned Corned Beef, 340g | Barilla Rigatoni 500 g",Canned Meat | pasta,Canned Vegetables | Pasta,2,2,4.03,Normal
O202601362,2026-05-10,C0067,"Bifa Keks Roll Black and White Cake, 50g",Cakes and Rolls,Bakery,1,1,0.24,Normal
O202601363,2026-05-10,C0110,"Bifa Keks Roll Cake with Cocoa Cream, 50g",Cakes and Rolls,Bakery,1,2,0.5,Normal
O202601364,2026-05-10,C0123,"Blue Mill Garlic Powder 200 g | Frozen fries | Molto XL Croissant Chocolate With Hazelnut, 42.5g",Cooking & Baking | frozen food | Cakes and Rolls,Sauce | Frozen fries | Soft Drinks,3,4,5.29,Normal
O202601365,2026-05-10,C0006,Al-Bayrouti Chick Peas 3x400g,Canned Fruit,Fruit And Veg,1,1,1.5,Normal
O202601366,2026-05-10,C0101,"Alyoum Burger Buns, 6 Pieces | Frozen pizza | Mr.Chips Disco Cheddar Cheese Flavor Snack, 58g | Mr.Chips Waves Grilled Burger Chips, 50g | Ard Jdadna Powder Garlic, 200g | Kinder Bueno Milk Chocolate Bar in Wafer with Hazelnut Cream, 43g",Burger Buns | frozen food | Chips | Chips | Cooking & Baking | Chocolate,Burger Buns | Frozen pizza | Cheese | Burger | Sauce | Soft Drinks,6,9,9.34,Normal
O202601367,2026-05-10,C0053,"Alyoum Burger Buns with Sesame Seeds, 6 Pieces | Mr.Chips Disco Cheddar Cheese Flavor Snack, 58g | Burger | NewLand Tomato Ketchup 567 g | Kinder Happy Hippo Biscuits with Double Cream Filling, 103.5g",Burger Buns | Chips | frozen food | Cooking & Baking | Chocolate,Burger Buns | Cheese | Burger | Sauce | Soft Drinks,5,7,11.48,Normal
O202601368,2026-05-11,C0016,"Americana Orange Pound Cake, 300g",Cakes and Rolls,Bakery,1,1,1.9,Normal
O202601369,2026-05-11,C0145,"Lay's Tomato Ketchup Potato Chips, 110g | Mr.Chips Crocodile Cheese & Pizza Flavor Snack, 58g | Almarai Mango Juice, 1L",Chips | Chips | Juices,Sauce | Frozen pizza | Juices,3,5,4.75,Normal
O202601370,2026-05-11,C0058,"Bounty Coconut Milk Chocolate Bar, 50g",Chocolate,Soft Drinks,1,1,0.65,Normal
O202601371,2026-05-11,C0031,"Koita Organic Chocolate Milk Uht 200 ml | Spuds Prime Ribs Craft Cooked Chips, 65g | Eti Adicto Gold Mini Chocolate Brown Cake, 180g",Long Life Milk | Chips | Cakes and Rolls,Chocolate | Chips | Soft Drinks,3,8,11.6,Normal
O202601372,2026-05-11,C0097,"Nestle Kitkat Hazelnut 4 Fingers Chocolate, 41.5g",Chocolate,Soft Drinks,1,2,1.6,Normal
O202601373,2026-05-12,C0014,"Choco Lake Diamond Twist Kunafa with Peanut Butter Filling, 450g",Chocolate,Chocolate,1,1,4.99,Normal
O202601374,2026-05-12,C0069,"Alyoum Fresh Jameed Liquid, 1kg",Yoghurts,Dairy,1,3,5.25,Normal
O202601375,2026-05-12,C0060,"Molto XL Croissant Chocolate With Hazelnut, 42.5g",Cakes and Rolls,Soft Drinks,1,2,0.49,Normal
O202601376,2026-05-12,C0063,"Kikkoman Soy Sauce, 591ml | Mr.Chips Pizza Flavor Corn Chips, 58g | Al Rabie Orange Juice, 1L",Cooking & Baking | Chips | Juices,Sauce | Frozen pizza | Juices,3,4,6.9,Normal
O202601377,2026-05-12,C0091,"Mr.Chips Cheese Potato Chips, 68g | Alyoum Burger Buns with Sesame Seeds, 6 Pieces | Kinder Bueno Milk Chocolate Bar in Wafer with Hazelnut Cream, 43g",Chips | Burger Buns | Chocolate,Cheese | Burger Buns | Soft Drinks,3,5,3.4,Normal
O202601378,2026-05-12,C0096,"Galaxy Minstrels Chocolate, 42g | Ozmo Milk Chocolate Egg Shapes, 20g",Chocolate | Chocolate,Chocolate | Soft Drinks,2,2,1.84,Normal
O202601379,2026-05-12,C0017,"Eti Adicto Gold Mini Chocolate Brown Cake, 180g | NewLand Special Sauce For Burgers & Fries, 300g | Smart Chips Ketchup Flavor Stix, 75g | Jordina Joy Cola, 1L",Cakes and Rolls | Cooking & Baking | Chips | Soft Drinks,Chocolate | Frozen fries | Sauce | Soft Drinks,4,4,5.58,Normal
O202601380,2026-05-12,C0082,"Benina Garlic Chili Sauce, 280g | Frozen fries | Crush Cola Soft Drink Pet Bottle, 1L | Eti Aditco Chocolate Cake, 36g",Cooking & Baking | frozen food | Soft Drinks | Cakes and Rolls,Sauce | Frozen fries | Soft Drinks | Bakery,4,4,4.71,Normal
O202601381,2026-05-12,C0121,"Kinder Bueno Milk Chocolate Bar in Wafer with Hazelnut Cream, 43g | Lay's French Cheese Potato Chips, 110g | Molto XL Croissant Chocolate With Hazelnut, 42.5g",Chocolate | Chips | Cakes and Rolls,Chocolate | Chips | Soft Drinks,3,5,2.5,Normal
O202601382,2026-05-12,C0118,"Blue Mill Garlic Powder 200 g | Smart Chips Crunchy Rings Pizza Flavor, 80g | Almarai Mixed Fruit Juice, 200ml",Cooking & Baking | Chips | Juices,Sauce | Frozen pizza | Juices,3,5,7.38,Normal
O202601383,2026-05-13,C0147,"Ard Jdadna Powder Garlic, 200g | Frozen fries | Galaxy Smooth Milk Chocolate Bar,Â 30g",Cooking & Baking | frozen food | Chocolate,Sauce | Frozen fries | Soft Drinks,3,7,12.01,Normal
O202601384,2026-05-13,C0004,"Lay's Tomato Ketchup Potato Chips, 110g | Freez Blue Hawaii Tropical Fruits Flavored Carbonated Drink, 275ml | Frozen fries | Crush Cola Soft Drink Pet Bottle, 1L",Chips | Specialty Drinks | frozen food | Soft Drinks,Sauce | Fruit And Veg | Frozen fries | Soft Drinks,4,4,5.33,Normal
O202601385,2026-05-13,C0085,"L'usine Cupcakes Filled with Chocolate Cream, 18x30g",Cakes and Rolls,Chocolate,1,2,3.6,Normal
O202601386,2026-05-13,C0132,"Eti Pop Kek Mini Cake with Dark Chocolate, 144g",Cakes and Rolls,Chocolate,1,1,1.6,Normal
O202601387,2026-05-13,C0077,"Luna Red Kidney Beans, 380g | Barilla Rigatoni 500 g",Canned Vegetables | pasta,Canned Vegetables | Pasta,2,4,5.8,Normal
O202601388,2026-05-13,C0056,"Benina Soy Sauce Mild, 150g | Frozen fries | Choco Lake Choco Biscuits 650G",Cooking & Baking | frozen food | Chocolate,Sauce | Frozen fries | Soft Drinks,3,5,13.05,Normal
O202601389,2026-05-13,C0093,"Galaxy Caramel Chocolate Bar, 34g | Alyoum Burger Buns, 6 Pieces | Almarai Cream Cheese, 6 Portion, 108g | Burger | Benina Soy Sauce Mild, 150g | Smart Chips Ketchup Flavor Stix, 75g | G Pink Lemonade Flavored Soda, 300ml",Chocolate | Burger Buns | cheese | frozen food | Cooking & Baking | Chips | Soft Drinks,Chocolate | Burger Buns | Cheese | Burger | Sauce | Chips | Soft Drinks,7,10,16.62,Normal
O202601390,2026-05-13,C0050,"Benina Soy Sauce Mild, 150g | Mr.Chips Pizza Flavor Corn Chips, 58g | Alyoum Burger Buns, 6 Pieces | Mr.Chips Waves Grilled Burger Chips, 50g",Cooking & Baking | Chips | Burger Buns | Chips,Sauce | Chips | Burger Buns | Burger,4,4,2.5,Normal
O202601391,2026-05-13,C0096,"Mr.Chips Cheese Potato Chips, 68g",Chips,Chips,1,1,0.6,Normal
O202601392,2026-05-13,C0021,"Raffaello Premium Coconut & Almond Pralines, 30g | Mr.Chips Paprika Potato Chips, 68g | Galaxy Dark Truffle Dark Chocolate Bar, 33g",Chocolate | Chips | Chocolate,Chocolate | Chips | Soft Drinks,3,4,3.04,Normal
O202601393,2026-05-13,C0067,"Albayrouty Mushroom Slices 400 g | Al-Ghazal Pasta Bucatini 1, 300g",Canned Vegetables | pasta,Canned Vegetables | Pasta,2,4,3.08,Normal
O202601394,2026-05-14,C0098,Frozen fries,frozen food,Frozen fries,1,1,1.84,Normal
O202601395,2026-05-14,C0004,"Pasta Zara Conchiglie No.54, 500g | Alyoum Burger Buns with Sesame Seeds, 6 Pieces | Albayrouty Sweet Corn 340 g | Mr.Chips Cheese Potato Chips, 68g | Almarai Full Fat Processed Cheddar Burger Cheese (10 Slices), 200g | Kikkoman Soy Sauce, 591ml | Bounty Coconut Milk Chocolate Bar, 50g",pasta | Burger Buns | Canned Vegetables | Chips | Cheese | Cooking & Baking | Chocolate,Pasta | Burger Buns | Canned Vegetables | Cheese | Burger | Sauce | Soft Drinks,7,10,10.96,Normal
O202601396,2026-05-14,C0110,"Cheetos Crunchy Flaming Hot Chips, 115g",Chips,Chips,1,1,1,Normal
O202601397,2026-05-14,C0142,"Alyoum Burger Buns with Sesame Seeds, 6 Pieces",Burger Buns,Bakery,1,1,0.55,Normal
O202601398,2026-05-14,C0141,"Kinder Bueno Milk Chocolate Bar in Wafer with Hazelnut Cream, 43g",Chocolate,Chocolate,1,1,0.75,Normal
O202601399,2026-05-14,C0034,"L'usine Vanilla Cupcakes, 18x30g",Cakes and Rolls,Bakery,1,3,5.4,Normal
O202601400,2026-05-14,C0083,"Almarai Greek Style Full Fat Blueberry Yoghurt, 150g",Yoghurts,Dairy,1,1,0.9,Normal
O202601401,2026-05-14,C0128,"NewLand Special Sauce For Burgers & Fries, 300g | Frozen fries | Barni Chocolate Cake, 30g",Cooking & Baking | frozen food | Cakes and Rolls,Sauce | Frozen fries | Soft Drinks,3,4,5.8,Normal
O202601402,2026-05-14,C0117,"TT Peach ice Tea, 330ml",Soft Drinks,Soft Drinks,1,1,0.24,Normal
O202601403,2026-05-14,C0075,"Frozen fries | Kinder Happy Hippo Biscuits with Double Cream Filling, 103.5g",frozen food | Chocolate,Frozen fries | Soft Drinks,2,5,9.65,Normal
O202601404,2026-05-14,C0138,"Milka Choco Wafer, (5 Pieces), 150g",Chocolate,Soft Drinks,1,3,6.93,Normal
O202601405,2026-05-14,C0099,"Mr.Chips Paprika Potato Chips, 68g | Koita Organic Chocolate Milk Uht 200 ml",Chips | Long Life Milk,Chips | Chocolate,2,2,2.25,Normal
O202601406,2026-05-15,C0048,"Galaxy Dark Truffle Dark Chocolate Bar, 33g",Chocolate,Soft Drinks,1,3,2.31,Normal
O202601407,2026-05-15,C0082,"Nadec Milk Chocolate Milk, 6x125ml",Long Life Milk,Soft Drinks,1,2,2.7,Normal
O202601408,2026-05-15,C0100,"NewLand Special Sauce For Burgers & Fries, 300g | Reef Diet Flax Seeds Bread, 250g",Cooking & Baking | Flatbread,Frozen fries | Bakery,2,2,3,Normal
O202601409,2026-05-15,C0090,"Mythic Sensation Mini Milk Chocolate 30 g | Spuds Prime Ribs Craft Cooked Chips, 65g",Chocolate | Chips,Chocolate | Chips,2,2,1.3,Normal
O202601410,2026-05-15,C0017,"Mr.Chips Paprika Potato Chips, 68g | Foster Clark's Bicarbonate of Soda, 150g | Ozmo Fun Shape Milk Chocolate Lollipop, 23g",Chips | Cooking & Baking | Chocolate,Chips | Soft Drinks | Chocolate,3,3,2.1,Normal
O202601411,2026-05-16,C0100,"Milka Choco Wafer, (5 Pieces), 150g",Chocolate,Dairy,1,1,2.31,Normal
O202601412,2026-05-16,C0118,"Crush Orange Soft Drink Pet Bottle, 1L",Soft Drinks,Soft Drinks,1,4,1.32,Normal
O202601413,2026-05-16,C0120,"Mr.Chips Crocodile Cheese & Pizza Flavor Snack, 58g",Chips,Frozen pizza,1,2,0.49,Normal
O202601414,2026-05-16,C0041,"G Mixed Berry Fusion Flavored Soda, 300ml",Soft Drinks,Soft Drinks,1,1,0.55,Normal
O202601415,2026-05-16,C0012,"Mr.Chips Paprika Snack Mix, 78g | Matrix Fruit Carbonated Drink, 250ml",Chips | Soft Drinks,Chips | Soft Drinks,2,3,1.1,Normal
O202601416,2026-05-16,C0020,"Ozmo Fun Shape Milk Chocolate Lollipop, 23g | Eti Adicto Gold Mini Chocolate Brown Cake, 180g",Chocolate | Cakes and Rolls,Chocolate | Bakery,2,2,2.3,Normal
O202601417,2026-05-16,C0049,"Al-Ghazal Pasta Bucatini 1, 300g | Americana Chocolate Pound Cake, 300g",pasta | Cakes and Rolls,Pasta | Bakery,2,2,2.39,Normal
O202601418,2026-05-16,C0040,"Nutella B-Ready Chocolate Wafer Bar (6 Bars), 132g | Pringles Salt & Vinegar Chips Can, 165g | Ozmo Milk Chocolate Egg Shapes, 20g",Chocolate | Chips | Chocolate,Chocolate | Chips | Soft Drinks,3,3,4.56,Normal
O202601419,2026-05-16,C0014,"Hammoudeh Lactose Free Full Fat UHT Milk, 1L | Snickers Chocolate Bar Filled with Caramel & Peanuts, 40g",milk | Chocolate,Eggs | Soft Drinks,2,3,3.6,Normal
O202601420,2026-05-16,C0007,"NewLand Tomato Ketchup 567 g | Mr.Chips Pizza Flavor Corn Chips, 58g | Morrisons Apricot Halves in Juice, 410g",Cooking & Baking | Chips | Canned Fruit,Sauce | Frozen pizza | Juices,3,3,6.53,Normal
O202601421,2026-05-16,C0145,"Alyoum Burger Buns, 6 Pieces | Mr.Chips Disco Cheddar Cheese Flavor Snack, 58g | NewLand Special Sauce For Burgers & Fries, 300g | Smart Chips Ketchup Flavor Stix, 75g | Kinza Blackcurrant Carbonated Drink Can, 250ml",Burger Buns | Chips | Cooking & Baking | Chips | Soft Drinks,Burger Buns | Cheese | Burger | Sauce | Soft Drinks,5,8,5.22,Normal
O202601422,2026-05-17,C0057,Barilla Rigatoni 500 g,pasta,Pasta,1,2,3.36,Normal
O202601423,2026-05-17,C0131,"Spuds Prime Ribs Craft Cooked Chips, 65g | Eti Pop Kek Mini Cake with Dark Chocolate, 144g | Galaxy Smooth Milk Chocolate Bar,Â 30g",Chips | Cakes and Rolls | Chocolate,Chips | Soft Drinks | Chocolate,3,5,6.32,Normal
O202601424,2026-05-17,C0080,"Kinder Happy Hippo Biscuits with Double Cream Filling, 103.5g | Spuds Sour Cream & Onion Craft Cooked Chips, 65g | Galaxy Caramel Chocolate Bar, 34g",Chocolate | Chips | Chocolate,Chocolate | Chips | Soft Drinks,3,4,4.24,Normal
O202601425,2026-05-17,C0085,"Alyoum Burger Buns with Sesame Seeds, 6 Pieces | Almarai Cream Cheese, 6 Portion, 108g | Burger | Kikkoman Soy Sauce, 591ml | Raffaello Premium Coconut & Almond Pralines, 30g",Burger Buns | cheese | frozen food | Cooking & Baking | Chocolate,Burger Buns | Cheese | Burger | Sauce | Soft Drinks,5,9,12.37,Normal
O202601426,2026-05-17,C0023,Frozen pizza,frozen food,Frozen pizza,1,1,3.59,Normal
O202601427,2026-05-17,C0062,"Raffaello Premium Coconut & Almond Pralines, 30g",Chocolate,Chocolate,1,1,0.9,Normal
O202601428,2026-05-17,C0107,"NewLand Hickory Smoked Barbecue Sauce 510 g | NewLand Special Sauce For Burgers & Fries, 300g | G Cherry Pop Sugar Free Flavored Soda, 300ml",Cooking & Baking | Cooking & Baking | Soft Drinks,Sauce | Frozen fries | Soft Drinks,3,5,7.85,Normal
O202601429,2026-05-17,C0035,"Almarai Mixed Fruit Juice, 200ml | Blue Mill Garlic Powder 200 g",Juices | Cooking & Baking,Fruit And Veg | Spices & Seasonings,2,2,3.19,Normal
O202601430,2026-05-17,C0036,"Kikkoman Soy Sauce, 591ml | Milka Choco Wafer, (5 Pieces), 150g | Mr.Chips Pizza Flavor Corn Chips, 58g | Al Rabie Orange Juice, 1L",Cooking & Baking | Chocolate | Chips | Juices,Sauce | Chocolate | Frozen pizza | Juices,4,5,9.21,Normal
O202601431,2026-05-17,C0133,"Mr.Chips Crocodile Cheese & Pizza Flavor Snack, 58g",Chips,Chips,1,1,0.25,Normal
O202601432,2026-05-17,C0011,"Smart Chips Crunchy Rings Pizza Flavor, 80g | Almarai Full Fat Fresh Yoghurt, 700g",Chips | youghurt,Chips | Dairy,2,3,3,Normal
O202601433,2026-05-17,C0081,"Frozen fries | Barilla Rigatoni 500 g | NewLand Crushed Italian Tomatoes, 400g | L'usine Vanilla Cupcakes, 18x30g | NewLand Special Sauce For Burgers & Fries, 300g | Canary Tutti Frutti Sugar Free Sparkling Drink, 330ml",frozen food | pasta | Canned Vegetables | Cakes and Rolls | Cooking & Baking | Soft Drinks,Frozen fries | Pasta | Canned Vegetables | Bakery | Sauce | Soft Drinks,6,7,11.75,Normal
O202601434,2026-05-17,C0136,"Lay's Chili Potato Chips, 110g | Said Junior Cup 50 g",Chips | Chocolate,Chips | Soft Drinks,2,3,2.75,Normal
O202601435,2026-05-17,C0053,"Benina Garlic Chili Sauce, 280g | Smart Chips Crunchy Rings Pizza Flavor, 80g | Jordina Joy Orange, 1L",Cooking & Baking | Chips | Soft Drinks,Sauce | Frozen pizza | Juices,3,6,4.89,Normal
O202601436,2026-05-17,C0108,"Morrisons Apricot Halves in Juice, 410g | Sunwhite Calrose Rice, 4kg | NewLand Mayonnaise Garlic Flavor 300ml",Canned Fruit | rice | Cooking & Baking,Fruit And Veg | Rice | Spices & Seasonings,3,3,10.99,Normal
O202601437,2026-05-18,C0095,"Mr.Chips Bugles Cheese Flavor Corn Snacks, 33g | Raffaello Premium Coconut & Almond Pralines, 30g | Ozmo Milk Chocolate Egg Shapes, 20g",Chips | Chocolate | Chocolate,Chips | Soft Drinks | Chocolate,3,6,4.65,Normal
O202601438,2026-05-18,C0068,"NewLand Dynamite Sauce, 300ml | Frozen fries | Nadec Banana Flavor Milk, 6x125ml | Crush Cola Soft Drink Pet Bottle, 1L",Cooking & Baking | frozen food | Long Life Milk | Soft Drinks,Sauce | Frozen fries | Dairy | Soft Drinks,4,5,6.64,Normal
O202601439,2026-05-18,C0057,"Alyoum Burger Buns, 6 Pieces | Mr.Chips Crocodile Cheese & Pizza Flavor Snack, 58g | Alyoum Burger Buns with Sesame Seeds, 6 Pieces | NewLand Mayonnaise, 300ml | Kinder Joy Chocolate Egg for Boys Assorted, 20g",Burger Buns | Chips | Burger Buns | Cooking & Baking | Chocolate,Burger Buns | Cheese | Burger | Sauce | Soft Drinks,5,9,6.21,Normal
O202601440,2026-05-18,C0015,"Molto XL Croissant Chocolate With Hazelnut, 42.5g | Cool Gear Water Bottle - Pink, 650ml",Cakes and Rolls | back to school,Soft Drinks | Water,2,4,8,Normal
O202601441,2026-05-18,C0057,"G Mixed Berry Fusion Flavored Soda, 300ml",Soft Drinks,Soft Drinks,1,4,2.2,Normal
O202601442,2026-05-19,C0039,"Mr.Chips Bugles Cheese Flavor Corn Snacks, 33g | Almarai Labneh, 500g | Eti Pop Kek Mini Cake with Dark Chocolate, 144g",Chips | labneh | Cakes and Rolls,Chips | Dairy | Soft Drinks,3,6,8.91,Normal
O202601443,2026-05-19,C0145,"Smart Chips Ketchup Flavor Stix, 75g | Ozmo Hoppo Biscuit Filled with Chocolate Cream, 40g | Nestle Kitkat Hazelnut 4 Fingers Chocolate, 41.5g",Chips | Chocolate | Chocolate,Chips | Soft Drinks | Chocolate,3,5,3.88,Normal
O202601444,2026-05-19,C0114,"Benina Soy Sauce Mild, 150g | Snickers Chocolate Bar Filled with Caramel & Peanuts, 40g | Frozen fries | Eti Adicto Gold Mini Chocolate Brown Cake, 180g",Cooking & Baking | Chocolate | frozen food | Cakes and Rolls,Sauce | Chocolate | Frozen fries | Soft Drinks,4,7,9.8,Normal
O202601445,2026-05-19,C0099,"Kasih Vegetable Oil Cooking Spray, 141g",oil,Fruit And Veg,1,1,2.18,Normal
O202601446,2026-05-19,C0029,"Bifa Keks Cocoa Oval Banana Sauce Cake, 45g | Frozen fries | Kinza Soda Water Can, 250ml",Cakes and Rolls | frozen food | water,Sauce | Frozen fries | Soft Drinks,3,6,3.54,Normal
O202601447,2026-05-19,C0145,"Barilla Rigatoni 500 g | Nestle Mineral Water, 6x1.5L",pasta | water,Pasta | Water,2,5,10.48,Normal
O202601448,2026-05-19,C0133,"Maxims Sweet Corn, 340g | Pasta Zara Conchiglie No.54, 500g | Americana Marble Pound Cake, 300g",Canned Vegetables | pasta | Cakes and Rolls,Canned Vegetables | Pasta | Bakery,3,3,4.71,Normal
O202601449,2026-05-19,C0068,"Barakah Al Sanabel Chiffari Lisci, 450g",pasta,Pasta,1,1,0.35,Normal
O202601450,2026-05-20,C0099,"Ozmo Milk Chocolate Egg Shapes, 20g | Matrix Fruit Carbonated Drink, 250ml",Chocolate | Soft Drinks,Dairy | Soft Drinks,2,4,1.5,Normal
O202601451,2026-05-20,C0051,"Ard Jdadna Powder Garlic, 200g | Mr.Chips Cheese Pop Corn, 58g | Frozen fries",Cooking & Baking | Chips | frozen food,Sauce | Chips | Frozen fries,3,4,6.25,Normal
O202601452,2026-05-20,C0139,"Lay's Tomato Ketchup Potato Chips, 110g | Kinza Zero Sugar Lemon Soft Drink Can, 250ml | Kinder Happy Hippo Biscuits with Double Cream Filling, 103.5g",Chips | Soft Drinks | Chocolate,Chips | Soft Drinks | Chocolate,3,3,3.2,Normal
O202601453,2026-05-20,C0107,"L'usine Cupcakes Filled with Chocolate Cream, 18x30g | Doritos Nacho Cheese Tortilla Chips, 120g | Galaxy Minstrels Chocolate, 42g",Cakes and Rolls | Chips | Chocolate,Chocolate | Chips | Soft Drinks,3,8,10.76,Normal
O202601454,2026-05-20,C0110,"Ferrero Rocher Fine Crunchy Hazelnuts Dipped in Smooth Milk Chocolate, (3 Pieces), 37.5g | Bifa Keks Roll Black and White Cake, 50g",Chocolate | Cakes and Rolls,Chocolate | Bakery,2,2,1.25,Normal
O202601455,2026-05-20,C0108,"NewLand American Black Beans 432 g | Sunwhite Calrose Rice, 4kg | Al Sayad Tuna In Vegetable Oil, 160g | Ard Jdadna Powder Garlic, 200g",Canned Vegetables | rice | Canned Seafood | Cooking & Baking,Fruit And Veg | Rice | Oil | Spices & Seasonings,4,4,9.43,Normal
O202601456,2026-05-20,C0076,"Al-Ghazal Pasta Bucatini 1, 300g | Nestle Mineral Water, 6x1.5L",pasta | water,Pasta | Water,2,3,4.89,Normal
O202601457,2026-05-20,C0111,"NewLand Special Sauce For Burgers & Fries, 300g | Frozen fries",Cooking & Baking | frozen food,Sauce | Frozen fries,2,2,5,Normal
O202601458,2026-05-20,C0123,"Mr.Chips Crocodile Cheese & Pizza Flavor Snack, 58g | Kinza Soda Water Can, 250ml",Chips | water,Frozen pizza | Soft Drinks,2,3,0.97,Normal
O202601459,2026-05-21,C0088,NewLand Mayonnaise Garlic Flavor 300ml | Frozen fries,Cooking & Baking | frozen food,Sauce | Frozen fries,2,3,6.61,Normal
O202601460,2026-05-21,C0121,"Mr.Chips Crocodile Cheese & Pizza Flavor Snack, 58g | Galaxy Jewels Assorted Chocolate Box, 650g | Choco Lake Diamond Twist Kunafa with Peanut Butter Filling, 450g",Chips | Chocolate | Chocolate,Chips | Soft Drinks | Chocolate,3,5,57.14,Normal
O202601461,2026-05-21,C0016,"Lay's Tomato Ketchup Potato Chips, 110g | Americana Chocolate Pound Cake, 300g | Nutella B-Ready Chocolate Wafer Bar (6 Bars), 132g",Chips | Cakes and Rolls | Chocolate,Chips | Soft Drinks | Chocolate,3,7,13.1,Normal
O202601462,2026-05-21,C0148,"Bounty Coconut Milk Chocolate Bar, 50g | Spuds Tomato Bruschetta Craft Cooked Chips, 65g | G Pink Lemonade Flavored Soda, 300ml",Chocolate | Chips | Soft Drinks,Chocolate | Chips | Soft Drinks,3,5,3.05,Normal
O202601463,2026-05-21,C0122,"Ozmo Hoppo Biscuit Filled with Chocolate Cream, 40g",Chocolate,Soft Drinks,1,3,1.8,Normal
O202601464,2026-05-21,C0134,"Lay's Salt & Vinegar Chips, 110g | Eti Adicto Gold Mini Chocolate Brown Cake, 180g | Eti Aditco Chocolate Cake, 36g",Chips | Cakes and Rolls | Cakes and Rolls,Chips | Soft Drinks | Chocolate,3,3,3.09,Normal
O202601465,2026-05-21,C0033,"Nestle Kitkat Hazelnut 4 Fingers Chocolate, 41.5g | Mr.Chips Cheese Potato Chips, 68g | Burger | Mr.Chips Waves Smoky Bbq Chips, 50g | TT Peach ice Tea, 330ml",Chocolate | Chips | frozen food | Chips | Soft Drinks,Chocolate | Cheese | Burger | Chips | Soft Drinks,5,5,7.45,Normal
