order_item_id,order_id,order_date,customer_id,product_id,product_name,category,association_group,quantity,unit_price_jd,line_total_jd,season_event
I2026002600,O202601350,2026-05-09,C0083,286,Mythic Sensation Mini Milk Chocolate 30 g,Chocolate,Chocolate,1,0.55,0.55,Normal
I2026002601,O202601350,2026-05-09,C0083,320,"Spuds Tomato Bruschetta Craft Cooked Chips, 65g",Chips,Chips,1,0.75,0.75,Normal
I2026002602,O202601350,2026-05-09,C0083,74,Koita Organic Chocolate Milk Uht 200 ml,Long Life Milk,Soft Drinks,1,1.65,1.65,Normal
I2026002603,O202601351,2026-05-09,C0041,273,"Galaxy Dark Truffle Dark Chocolate Bar, 33g",Chocolate,Soft Drinks,4,0.77,3.08,Normal
I2026002604,O202601352,2026-05-09,C0106,196,Maxims Sweet Corn 180 g 3 pcs get 1 pc Free,Canned Fruit,Canned Vegetables,3,3.79,11.37,Normal
I2026002605,O202601352,2026-05-09,C0106,106,Barilla Rigatoni 500 g,pasta,Pasta,2,1.68,3.36,Normal
I2026002606,O202601353,2026-05-09,C0054,162,"NewLand Special Sauce For Burgers & Fries, 300g",Cooking & Baking,Sauce,3,2,6,Normal
I2026002607,O202601353,2026-05-09,C0054,313,"Mr.Chips Crocodile Cheese & Pizza Flavor Snack, 58g",Chips,Frozen pizza,1,0.25,0.25,Normal
I2026002608,O202601353,2026-05-09,C0054,186,"Morrisons Apricot Halves in Juice, 410g",Canned Fruit,Juices,3,4.39,13.17,Normal
I2026002609,O202601354,2026-05-09,C0085,324,"Eti Adicto Gold Mini Chocolate Brown Cake, 180g",Cakes and Rolls,Chocolate,2,1.7,3.4,Normal
I2026002610,O202601354,2026-05-09,C0085,333,"Bifa Keks Roll Cake with Cocoa Cream, 50g",Cakes and Rolls,Bakery,1,0.25,0.25,Normal
I2026002611,O202601355,2026-05-09,C0135,338,"Alyoum Burger Buns with Sesame Seeds, 6 Pieces",Burger Buns,Burger Buns,4,0.55,2.2,Normal
I2026002612,O202601355,2026-05-09,C0135,291,"Mr.Chips Bugles Cheese Flavor Corn Snacks, 33g",Chips,Cheese,2,0.3,0.6,Normal
I2026002613,O202601355,2026-05-09,C0135,97,"Almarai Full Fat Processed Cheddar Burger Cheese (10 Slices), 200g",Cheese,Burger,1,1.4,1.4,Normal
I2026002614,O202601355,2026-05-09,C0135,325,"Eti Pop Kek Mini Cake with Dark Chocolate, 144g",Cakes and Rolls,Bakery,1,1.6,1.6,Normal
I2026002615,O202601355,2026-05-09,C0135,166,Maxim's Sliced Tuna With Garlic And Black Pepper 120 g,Canned Seafood,Sauce,1,2.29,2.29,Normal
I2026002616,O202601355,2026-05-09,C0135,205,"Canary Tutti Frutti Sugar Free Sparkling Drink, 330ml",Soft Drinks,Soft Drinks,2,0.3,0.6,Normal
I2026002617,O202601356,2026-05-10,C0006,314,"Mr.Chips Pizza Flavor Corn Chips, 58g",Chips,Chips,1,0.25,0.25,Normal
I2026002618,O202601356,2026-05-10,C0006,278,"Ozmo Fun Shape Milk Chocolate Lollipop, 23g",Chocolate,Soft Drinks,1,0.6,0.6,Normal
I2026002619,O202601356,2026-05-10,C0006,284,"Kinder Happy Hippo Biscuits with Double Cream Filling, 103.5g",Chocolate,Chocolate,1,1.95,1.95,Normal
I2026002620,O202601357,2026-05-10,C0127,277,"Ozmo Milk Chocolate Egg Shapes, 20g",Chocolate,Dairy,1,0.75,0.75,Normal
I2026002621,O202601358,2026-05-10,C0124,292,"Smart Chips Ketchup Flavor Stix, 75g",Chips,Chips,3,1.28,3.84,Normal
I2026002622,O202601358,2026-05-10,C0124,317,"Spuds Sour Cream & Onion Craft Cooked Chips, 65g",Chips,Dairy,1,0.75,0.75,Normal
I2026002623,O202601359,2026-05-10,C0140,163,"NewLand Dynamite Sauce, 300ml",Cooking & Baking,Sauce,1,2.13,2.13,Normal
I2026002624,O202601359,2026-05-10,C0140,5,Frozen fries,frozen food,Frozen fries,1,2.5,2.5,Normal
I2026002625,O202601359,2026-05-10,C0140,282,"Storck Toffifee Hazelnut In Caramel Candy, 125g",Chocolate,Soft Drinks,1,2.15,2.15,Normal
I2026002626,O202601360,2026-05-10,C0022,221,"Barbican Passion Fruit Flavour Non-Alcoholic Malt Beverage in Bottle, 330ml",Specialty Drinks,Fruit And Veg,1,0.55,0.55,Normal
I2026002627,O202601360,2026-05-10,C0022,320,"Spuds Tomato Bruschetta Craft Cooked Chips, 65g",Chips,Chips,1,0.75,0.75,Normal
I2026002628,O202601360,2026-05-10,C0022,212,"Crush Cola Soft Drink Pet Bottle, 1L",Soft Drinks,Soft Drinks,1,0.33,0.33,Normal
I2026002629,O202601360,2026-05-10,C0022,268,"Kinder Chocolate Milk Chocolate Bars With Milky Filling (4 Bars), 50g",Chocolate,Chocolate,1,0.6,0.6,Normal
I2026002630,O202601361,2026-05-10,C0073,191,"Exeter Canned Corned Beef, 340g",Canned Meat,Canned Vegetables,1,2.35,2.35,Normal
I2026002631,O202601361,2026-05-10,C0073,106,Barilla Rigatoni 500 g,pasta,Pasta,1,1.68,1.68,Normal
I2026002632,O202601362,2026-05-10,C0067,334,"Bifa Keks Roll Black and White Cake, 50g",Cakes and Rolls,Bakery,1,0.25,0.25,Normal
I2026002633,O202601363,2026-05-10,C0110,333,"Bifa Keks Roll Cake with Cocoa Cream, 50g",Cakes and Rolls,Bakery,2,0.25,0.5,Normal
I2026002634,O202601364,2026-05-10,C0123,131,Blue Mill Garlic Powder 200 g,Cooking & Baking,Sauce,1,2.89,2.89,Normal
I2026002635,O202601364,2026-05-10,C0123,4,Frozen fries,frozen food,Frozen fries,1,1.9,1.9,Normal
I2026002636,O202601364,2026-05-10,C0123,321,"Molto XL Croissant Chocolate With Hazelnut, 42.5g",Cakes and Rolls,Soft Drinks,2,0.25,0.5,Normal
I2026002637,O202601365,2026-05-10,C0006,197,Al-Bayrouti Chick Peas 3x400g,Canned Fruit,Fruit And Veg,1,1.5,1.5,Normal
I2026002638,O202601366,2026-05-10,C0101,337,"Alyoum Burger Buns, 6 Pieces",Burger Buns,Burger Buns,4,0.55,2.2,Normal
I2026002639,O202601366,2026-05-10,C0101,3,Frozen pizza,frozen food,Frozen pizza,1,3.59,3.59,Normal
I2026002640,O202601366,2026-05-10,C0101,315,"Mr.Chips Disco Cheddar Cheese Flavor Snack, 58g",Chips,Cheese,1,0.25,0.25,Normal
I2026002641,O202601366,2026-05-10,C0101,295,"Mr.Chips Waves Grilled Burger Chips, 50g",Chips,Burger,1,0.65,0.65,Normal
I2026002642,O202601366,2026-05-10,C0101,137,"Ard Jdadna Powder Garlic, 200g",Cooking & Baking,Sauce,1,1.9,1.9,Normal
I2026002643,O202601366,2026-05-10,C0101,267,"Kinder Bueno Milk Chocolate Bar in Wafer with Hazelnut Cream, 43g",Chocolate,Soft Drinks,1,0.75,0.75,Normal
I2026002644,O202601367,2026-05-10,C0053,338,"Alyoum Burger Buns with Sesame Seeds, 6 Pieces",Burger Buns,Burger Buns,1,0.55,0.55,Normal
I2026002645,O202601367,2026-05-10,C0053,315,"Mr.Chips Disco Cheddar Cheese Flavor Snack, 58g",Chips,Cheese,1,0.25,0.25,Normal
I2026002646,O202601367,2026-05-10,C0053,26,Burger,frozen food,Burger,1,3.1,3.1,Normal
I2026002647,O202601367,2026-05-10,C0053,160,NewLand Tomato Ketchup 567 g,Cooking & Baking,Sauce,1,2.09,2.09,Normal
I2026002648,O202601367,2026-05-10,C0053,284,"Kinder Happy Hippo Biscuits with Double Cream Filling, 103.5g",Chocolate,Soft Drinks,3,1.95,5.85,Normal
I2026002649,O202601368,2026-05-11,C0016,328,"Americana Orange Pound Cake, 300g",Cakes and Rolls,Bakery,1,1.9,1.9,Normal
I2026002650,O202601369,2026-05-11,C0145,305,"Lay's Tomato Ketchup Potato Chips, 110g",Chips,Sauce,2,1,2,Normal
I2026002651,O202601369,2026-05-11,C0145,313,"Mr.Chips Crocodile Cheese & Pizza Flavor Snack, 58g",Chips,Frozen pizza,1,0.25,0.25,Normal
I2026002652,O202601369,2026-05-11,C0145,259,"Almarai Mango Juice, 1L",Juices,Juices,2,1.25,2.5,Normal
I2026002653,O202601370,2026-05-11,C0058,266,"Bounty Coconut Milk Chocolate Bar, 50g",Chocolate,Soft Drinks,1,0.65,0.65,Normal
I2026002654,O202601371,2026-05-11,C0031,74,Koita Organic Chocolate Milk Uht 200 ml,Long Life Milk,Chocolate,2,1.65,3.3,Normal
I2026002655,O202601371,2026-05-11,C0031,318,"Spuds Prime Ribs Craft Cooked Chips, 65g",Chips,Chips,2,0.75,1.5,Normal
I2026002656,O202601371,2026-05-11,C0031,324,"Eti Adicto Gold Mini Chocolate Brown Cake, 180g",Cakes and Rolls,Soft Drinks,4,1.7,6.8,Normal
I2026002657,O202601372,2026-05-11,C0097,274,"Nestle Kitkat Hazelnut 4 Fingers Chocolate, 41.5g",Chocolate,Soft Drinks,2,0.8,1.6,Normal
I2026002658,O202601373,2026-05-12,C0014,289,"Choco Lake Diamond Twist Kunafa with Peanut Butter Filling, 450g",Chocolate,Chocolate,1,4.99,4.99,Normal
I2026002659,O202601374,2026-05-12,C0069,93,"Alyoum Fresh Jameed Liquid, 1kg",Yoghurts,Dairy,3,1.75,5.25,Normal
I2026002660,O202601375,2026-05-12,C0060,321,"Molto XL Croissant Chocolate With Hazelnut, 42.5g",Cakes and Rolls,Soft Drinks,2,0.25,0.5,Normal
I2026002661,O202601376,2026-05-12,C0063,155,"Kikkoman Soy Sauce, 591ml",Cooking & Baking,Sauce,1,3.55,3.55,Normal
I2026002662,O202601376,2026-05-12,C0063,314,"Mr.Chips Pizza Flavor Corn Chips, 58g",Chips,Frozen pizza,1,0.25,0.25,Normal
I2026002663,O202601376,2026-05-12,C0063,264,"Al Rabie Orange Juice, 1L",Juices,Juices,2,1.55,3.1,Normal
I2026002664,O202601377,2026-05-12,C0091,299,"Mr.Chips Cheese Potato Chips, 68g",Chips,Cheese,1,0.6,0.6,Normal
I2026002665,O202601377,2026-05-12,C0091,338,"Alyoum Burger Buns with Sesame Seeds, 6 Pieces",Burger Buns,Burger Buns,1,0.55,0.55,Normal
I2026002666,O202601377,2026-05-12,C0091,267,"Kinder Bueno Milk Chocolate Bar in Wafer with Hazelnut Cream, 43g",Chocolate,Soft Drinks,3,0.75,2.25,Normal
I2026002667,O202601378,2026-05-12,C0096,283,"Galaxy Minstrels Chocolate, 42g",Chocolate,Chocolate,1,1.09,1.09,Normal
I2026002668,O202601378,2026-05-12,C0096,277,"Ozmo Milk Chocolate Egg Shapes, 20g",Chocolate,Soft Drinks,1,0.75,0.75,Normal
I2026002669,O202601379,2026-05-12,C0017,324,"Eti Adicto Gold Mini Chocolate Brown Cake, 180g",Cakes and Rolls,Chocolate,1,1.7,1.7,Normal
I2026002670,O202601379,2026-05-12,C0017,162,"NewLand Special Sauce For Burgers & Fries, 300g",Cooking & Baking,Frozen fries,1,2,2,Normal
I2026002671,O202601379,2026-05-12,C0017,292,"Smart Chips Ketchup Flavor Stix, 75g",Chips,Sauce,1,1.28,1.28,Normal
I2026002672,O202601379,2026-05-12,C0017,204,"Jordina Joy Cola, 1L",Soft Drinks,Soft Drinks,1,0.6,0.6,Normal
I2026002673,O202601380,2026-05-12,C0082,152,"Benina Garlic Chili Sauce, 280g",Cooking & Baking,Sauce,1,1.49,1.49,Normal
I2026002674,O202601380,2026-05-12,C0082,5,Frozen fries,frozen food,Frozen fries,1,2.5,2.5,Normal
I2026002675,O202601380,2026-05-12,C0082,212,"Crush Cola Soft Drink Pet Bottle, 1L",Soft Drinks,Soft Drinks,1,0.33,0.33,Normal
I2026002676,O202601380,2026-05-12,C0082,322,"Eti Aditco Chocolate Cake, 36g",Cakes and Rolls,Bakery,1,0.39,0.39,Normal
I2026002677,O202601381,2026-05-12,C0121,267,"Kinder Bueno Milk Chocolate Bar in Wafer with Hazelnut Cream, 43g",Chocolate,Chocolate,1,0.75,0.75,Normal
I2026002678,O202601381,2026-05-12,C0121,307,"Lay's French Cheese Potato Chips, 110g",Chips,Chips,1,1,1,Normal
I2026002679,O202601381,2026-05-12,C0121,321,"Molto XL Croissant Chocolate With Hazelnut, 42.5g",Cakes and Rolls,Soft Drinks,3,0.25,0.75,Normal
I2026002680,O202601382,2026-05-12,C0118,131,Blue Mill Garlic Powder 200 g,Cooking & Baking,Sauce,2,2.89,5.78,Normal
I2026002681,O202601382,2026-05-12,C0118,293,"Smart Chips Crunchy Rings Pizza Flavor, 80g",Chips,Frozen pizza,1,1,1,Normal
I2026002682,O202601382,2026-05-12,C0118,260,"Almarai Mixed Fruit Juice, 200ml",Juices,Juices,2,0.3,0.6,Normal
I2026002683,O202601383,2026-05-13,C0147,136,"Ard Jdadna Powder Garlic, 200g",Cooking & Baking,Sauce,1,2.2,2.2,Normal
I2026002684,O202601383,2026-05-13,C0147,5,Frozen fries,frozen food,Frozen fries,3,2.5,7.5,Normal
I2026002685,O202601383,2026-05-13,C0147,269,"Galaxy Smooth Milk Chocolate Bar,Â 30g",Chocolate,Soft Drinks,3,0.77,2.31,Normal
I2026002686,O202601384,2026-05-13,C0004,305,"Lay's Tomato Ketchup Potato Chips, 110g",Chips,Sauce,1,1,1,Normal
I2026002687,O202601384,2026-05-13,C0004,237,"Freez Blue Hawaii Tropical Fruits Flavored Carbonated Drink, 275ml",Specialty Drinks,Fruit And Veg,1,1,1,Normal
I2026002688,O202601384,2026-05-13,C0004,6,Frozen fries,frozen food,Frozen fries,1,3,3,Normal
I2026002689,O202601384,2026-05-13,C0004,212,"Crush Cola Soft Drink Pet Bottle, 1L",Soft Drinks,Soft Drinks,1,0.33,0.33,Normal
I2026002690,O202601385,2026-05-13,C0085,330,"L'usine Cupcakes Filled with Chocolate Cream, 18x30g",Cakes and Rolls,Chocolate,2,1.8,3.6,Normal
I2026002691,O202601386,2026-05-13,C0132,325,"Eti Pop Kek Mini Cake with Dark Chocolate, 144g",Cakes and Rolls,Chocolate,1,1.6,1.6,Normal
I2026002692,O202601387,2026-05-13,C0077,178,"Luna Red Kidney Beans, 380g",Canned Vegetables,Canned Vegetables,1,0.76,0.76,Normal
I2026002693,O202601387,2026-05-13,C0077,106,Barilla Rigatoni 500 g,pasta,Pasta,3,1.68,5.04,Normal
I2026002694,O202601388,2026-05-13,C0056,153,"Benina Soy Sauce Mild, 150g",Cooking & Baking,Sauce,1,1.05,1.05,Normal
I2026002695,O202601388,2026-05-13,C0056,6,Frozen fries,frozen food,Frozen fries,1,3,3,Normal
I2026002696,O202601388,2026-05-13,C0056,290,Choco Lake Choco Biscuits 650G,Chocolate,Soft Drinks,3,3,9,Normal
I2026002697,O202601389,2026-05-13,C0093,270,"Galaxy Caramel Chocolate Bar, 34g",Chocolate,Chocolate,1,0.77,0.77,Normal
I2026002698,O202601389,2026-05-13,C0093,337,"Alyoum Burger Buns, 6 Pieces",Burger Buns,Burger Buns,2,0.55,1.1,Normal
I2026002699,O202601389,2026-05-13,C0093,56,"Almarai Cream Cheese, 6 Portion, 108g",cheese,Cheese,1,1.02,1.02,Normal
I2026002700,O202601389,2026-05-13,C0093,33,Burger,frozen food,Burger,2,5.15,10.3,Normal
I2026002701,O202601389,2026-05-13,C0093,153,"Benina Soy Sauce Mild, 150g",Cooking & Baking,Sauce,1,1.05,1.05,Normal
I2026002702,O202601389,2026-05-13,C0093,292,"Smart Chips Ketchup Flavor Stix, 75g",Chips,Chips,1,1.28,1.28,Normal
I2026002703,O202601389,2026-05-13,C0093,206,"G Pink Lemonade Flavored Soda, 300ml",Soft Drinks,Soft Drinks,2,0.55,1.1,Normal
I2026002704,O202601390,2026-05-13,C0050,153,"Benina Soy Sauce Mild, 150g",Cooking & Baking,Sauce,1,1.05,1.05,Normal
I2026002705,O202601390,2026-05-13,C0050,314,"Mr.Chips Pizza Flavor Corn Chips, 58g",Chips,Chips,1,0.25,0.25,Normal
I2026002706,O202601390,2026-05-13,C0050,337,"Alyoum Burger Buns, 6 Pieces",Burger Buns,Burger Buns,1,0.55,0.55,Normal
I2026002707,O202601390,2026-05-13,C0050,295,"Mr.Chips Waves Grilled Burger Chips, 50g",Chips,Burger,1,0.65,0.65,Normal
I2026002708,O202601391,2026-05-13,C0096,299,"Mr.Chips Cheese Potato Chips, 68g",Chips,Chips,1,0.6,0.6,Normal
I2026002709,O202601392,2026-05-13,C0021,281,"Raffaello Premium Coconut & Almond Pralines, 30g",Chocolate,Chocolate,1,0.9,0.9,Normal
I2026002710,O202601392,2026-05-13,C0021,297,"Mr.Chips Paprika Potato Chips, 68g",Chips,Chips,1,0.6,0.6,Normal
I2026002711,O202601392,2026-05-13,C0021,273,"Galaxy Dark Truffle Dark Chocolate Bar, 33g",Chocolate,Soft Drinks,2,0.77,1.54,Normal
I2026002712,O202601393,2026-05-13,C0067,180,Albayrouty Mushroom Slices 400 g,Canned Vegetables,Canned Vegetables,2,1.05,2.1,Normal
I2026002713,O202601393,2026-05-13,C0067,105,"Al-Ghazal Pasta Bucatini 1, 300g",pasta,Pasta,2,0.49,0.98,Normal
I2026002714,O202601394,2026-05-14,C0098,4,Frozen fries,frozen food,Frozen fries,1,1.9,1.9,Normal
I2026002715,O202601395,2026-05-14,C0004,104,"Pasta Zara Conchiglie No.54, 500g",pasta,Pasta,1,1.31,1.31,Normal
I2026002716,O202601395,2026-05-14,C0004,338,"Alyoum Burger Buns with Sesame Seeds, 6 Pieces",Burger Buns,Burger Buns,2,0.55,1.1,Normal
I2026002717,O202601395,2026-05-14,C0004,181,Albayrouty Sweet Corn 340 g,Canned Vegetables,Canned Vegetables,1,1.05,1.05,Normal
I2026002718,O202601395,2026-05-14,C0004,299,"Mr.Chips Cheese Potato Chips, 68g",Chips,Cheese,1,0.6,0.6,Normal
I2026002719,O202601395,2026-05-14,C0004,97,"Almarai Full Fat Processed Cheddar Burger Cheese (10 Slices), 200g",Cheese,Burger,1,1.4,1.4,Normal
I2026002720,O202601395,2026-05-14,C0004,155,"Kikkoman Soy Sauce, 591ml",Cooking & Baking,Sauce,1,3.55,3.55,Normal
I2026002721,O202601395,2026-05-14,C0004,266,"Bounty Coconut Milk Chocolate Bar, 50g",Chocolate,Soft Drinks,3,0.65,1.95,Normal
I2026002722,O202601396,2026-05-14,C0110,303,"Cheetos Crunchy Flaming Hot Chips, 115g",Chips,Chips,1,1,1,Normal
I2026002723,O202601397,2026-05-14,C0142,338,"Alyoum Burger Buns with Sesame Seeds, 6 Pieces",Burger Buns,Bakery,1,0.55,0.55,Normal
I2026002724,O202601398,2026-05-14,C0141,267,"Kinder Bueno Milk Chocolate Bar in Wafer with Hazelnut Cream, 43g",Chocolate,Chocolate,1,0.75,0.75,Normal
I2026002725,O202601399,2026-05-14,C0034,332,"L'usine Vanilla Cupcakes, 18x30g",Cakes and Rolls,Bakery,3,1.8,5.4,Normal
I2026002726,O202601400,2026-05-14,C0083,90,"Almarai Greek Style Full Fat Blueberry Yoghurt, 150g",Yoghurts,Dairy,1,0.9,0.9,Normal
I2026002727,O202601401,2026-05-14,C0128,162,"NewLand Special Sauce For Burgers & Fries, 300g",Cooking & Baking,Sauce,1,2,2,Normal
I2026002728,O202601401,2026-05-14,C0128,6,Frozen fries,frozen food,Frozen fries,1,3,3,Normal
I2026002729,O202601401,2026-05-14,C0128,336,"Barni Chocolate Cake, 30g",Cakes and Rolls,Soft Drinks,2,0.4,0.8,Normal
I2026002730,O202601402,2026-05-14,C0117,211,"TT Peach ice Tea, 330ml",Soft Drinks,Soft Drinks,1,0.25,0.25,Normal
I2026002731,O202601403,2026-05-14,C0075,7,Frozen fries,frozen food,Frozen fries,1,1.85,1.85,Normal
I2026002732,O202601403,2026-05-14,C0075,284,"Kinder Happy Hippo Biscuits with Double Cream Filling, 103.5g",Chocolate,Soft Drinks,4,1.95,7.8,Normal
I2026002733,O202601404,2026-05-14,C0138,287,"Milka Choco Wafer, (5 Pieces), 150g",Chocolate,Soft Drinks,3,2.31,6.93,Normal
I2026002734,O202601405,2026-05-14,C0099,297,"Mr.Chips Paprika Potato Chips, 68g",Chips,Chips,1,0.6,0.6,Normal
I2026002735,O202601405,2026-05-14,C0099,74,Koita Organic Chocolate Milk Uht 200 ml,Long Life Milk,Chocolate,1,1.65,1.65,Normal
I2026002736,O202601406,2026-05-15,C0048,273,"Galaxy Dark Truffle Dark Chocolate Bar, 33g",Chocolate,Soft Drinks,3,0.77,2.31,Normal
I2026002737,O202601407,2026-05-15,C0082,77,"Nadec Milk Chocolate Milk, 6x125ml",Long Life Milk,Soft Drinks,2,1.35,2.7,Normal
I2026002738,O202601408,2026-05-15,C0100,162,"NewLand Special Sauce For Burgers & Fries, 300g",Cooking & Baking,Frozen fries,1,2,2,Normal
I2026002739,O202601408,2026-05-15,C0100,339,"Reef Diet Flax Seeds Bread, 250g",Flatbread,Bakery,1,1,1,Normal
I2026002740,O202601409,2026-05-15,C0090,286,Mythic Sensation Mini Milk Chocolate 30 g,Chocolate,Chocolate,1,0.55,0.55,Normal
I2026002741,O202601409,2026-05-15,C0090,318,"Spuds Prime Ribs Craft Cooked Chips, 65g",Chips,Chips,1,0.75,0.75,Normal
I2026002742,O202601410,2026-05-15,C0017,297,"Mr.Chips Paprika Potato Chips, 68g",Chips,Chips,1,0.6,0.6,Normal
I2026002743,O202601410,2026-05-15,C0017,123,"Foster Clark's Bicarbonate of Soda, 150g",Cooking & Baking,Soft Drinks,1,0.9,0.9,Normal
I2026002744,O202601410,2026-05-15,C0017,278,"Ozmo Fun Shape Milk Chocolate Lollipop, 23g",Chocolate,Chocolate,1,0.6,0.6,Normal
I2026002745,O202601411,2026-05-16,C0100,287,"Milka Choco Wafer, (5 Pieces), 150g",Chocolate,Dairy,1,2.31,2.31,Normal
I2026002746,O202601412,2026-05-16,C0118,213,"Crush Orange Soft Drink Pet Bottle, 1L",Soft Drinks,Soft Drinks,4,0.33,1.32,Normal
I2026002747,O202601413,2026-05-16,C0120,313,"Mr.Chips Crocodile Cheese & Pizza Flavor Snack, 58g",Chips,Frozen pizza,2,0.25,0.5,Normal
I2026002748,O202601414,2026-05-16,C0041,207,"G Mixed Berry Fusion Flavored Soda, 300ml",Soft Drinks,Soft Drinks,1,0.55,0.55,Normal
I2026002749,O202601415,2026-05-16,C0012,301,"Mr.Chips Paprika Snack Mix, 78g",Chips,Chips,1,0.6,0.6,Normal
I2026002750,O202601415,2026-05-16,C0012,216,"Matrix Fruit Carbonated Drink, 250ml",Soft Drinks,Soft Drinks,2,0.25,0.5,Normal
I2026002751,O202601416,2026-05-16,C0020,278,"Ozmo Fun Shape Milk Chocolate Lollipop, 23g",Chocolate,Chocolate,1,0.6,0.6,Normal
I2026002752,O202601416,2026-05-16,C0020,324,"Eti Adicto Gold Mini Chocolate Brown Cake, 180g",Cakes and Rolls,Bakery,1,1.7,1.7,Normal
I2026002753,O202601417,2026-05-16,C0049,105,"Al-Ghazal Pasta Bucatini 1, 300g",pasta,Pasta,1,0.49,0.49,Normal
I2026002754,O202601417,2026-05-16,C0049,329,"Americana Chocolate Pound Cake, 300g",Cakes and Rolls,Bakery,1,1.9,1.9,Normal
I2026002755,O202601418,2026-05-16,C0040,285,"Nutella B-Ready Chocolate Wafer Bar (6 Bars), 132g",Chocolate,Chocolate,1,2.25,2.25,Normal
I2026002756,O202601418,2026-05-16,C0040,311,"Pringles Salt & Vinegar Chips Can, 165g",Chips,Chips,1,1.7,1.7,Normal
I2026002757,O202601418,2026-05-16,C0040,277,"Ozmo Milk Chocolate Egg Shapes, 20g",Chocolate,Soft Drinks,1,0.75,0.75,Normal
I2026002758,O202601419,2026-05-16,C0014,51,"Hammoudeh Lactose Free Full Fat UHT Milk, 1L",milk,Eggs,2,1.5,3,Normal
I2026002759,O202601419,2026-05-16,C0014,265,"Snickers Chocolate Bar Filled with Caramel & Peanuts, 40g",Chocolate,Soft Drinks,1,0.6,0.6,Normal
I2026002760,O202601420,2026-05-16,C0007,160,NewLand Tomato Ketchup 567 g,Cooking & Baking,Sauce,1,2.09,2.09,Normal
I2026002761,O202601420,2026-05-16,C0007,314,"Mr.Chips Pizza Flavor Corn Chips, 58g",Chips,Frozen pizza,1,0.25,0.25,Normal
I2026002762,O202601420,2026-05-16,C0007,186,"Morrisons Apricot Halves in Juice, 410g",Canned Fruit,Juices,1,4.39,4.39,Normal
I2026002763,O202601421,2026-05-16,C0145,337,"Alyoum Burger Buns, 6 Pieces",Burger Buns,Burger Buns,2,0.55,1.1,Normal
I2026002764,O202601421,2026-05-16,C0145,315,"Mr.Chips Disco Cheddar Cheese Flavor Snack, 58g",Chips,Cheese,1,0.25,0.25,Normal
I2026002765,O202601421,2026-05-16,C0145,162,"NewLand Special Sauce For Burgers & Fries, 300g",Cooking & Baking,Burger,1,2,2,Normal
I2026002766,O202601421,2026-05-16,C0145,292,"Smart Chips Ketchup Flavor Stix, 75g",Chips,Sauce,1,1.28,1.28,Normal
I2026002767,O202601421,2026-05-16,C0145,217,"Kinza Blackcurrant Carbonated Drink Can, 250ml",Soft Drinks,Soft Drinks,3,0.25,0.75,Normal
I2026002768,O202601422,2026-05-17,C0057,106,Barilla Rigatoni 500 g,pasta,Pasta,2,1.68,3.36,Normal
I2026002769,O202601423,2026-05-17,C0131,318,"Spuds Prime Ribs Craft Cooked Chips, 65g",Chips,Chips,1,0.75,0.75,Normal
I2026002770,O202601423,2026-05-17,C0131,325,"Eti Pop Kek Mini Cake with Dark Chocolate, 144g",Cakes and Rolls,Soft Drinks,3,1.6,4.8,Normal
I2026002771,O202601423,2026-05-17,C0131,269,"Galaxy Smooth Milk Chocolate Bar,Â 30g",Chocolate,Chocolate,1,0.77,0.77,Normal
I2026002772,O202601424,2026-05-17,C0080,284,"Kinder Happy Hippo Biscuits with Double Cream Filling, 103.5g",Chocolate,Chocolate,1,1.95,1.95,Normal
I2026002773,O202601424,2026-05-17,C0080,317,"Spuds Sour Cream & Onion Craft Cooked Chips, 65g",Chips,Chips,1,0.75,0.75,Normal
I2026002774,O202601424,2026-05-17,C0080,270,"Galaxy Caramel Chocolate Bar, 34g",Chocolate,Soft Drinks,2,0.77,1.54,Normal
I2026002775,O202601425,2026-05-17,C0085,338,"Alyoum Burger Buns with Sesame Seeds, 6 Pieces",Burger Buns,Burger Buns,4,0.55,2.2,Normal
I2026002776,O202601425,2026-05-17,C0085,56,"Almarai Cream Cheese, 6 Portion, 108g",cheese,Cheese,1,1.02,1.02,Normal
I2026002777,O202601425,2026-05-17,C0085,27,Burger,frozen food,Burger,1,3.8,3.8,Normal
I2026002778,O202601425,2026-05-17,C0085,155,"Kikkoman Soy Sauce, 591ml",Cooking & Baking,Sauce,1,3.55,3.55,Normal
I2026002779,O202601425,2026-05-17,C0085,281,"Raffaello Premium Coconut & Almond Pralines, 30g",Chocolate,Soft Drinks,2,0.9,1.8,Normal
I2026002780,O202601426,2026-05-17,C0023,2,Frozen pizza,frozen food,Frozen pizza,1,3.59,3.59,Normal
I2026002781,O202601427,2026-05-17,C0062,281,"Raffaello Premium Coconut & Almond Pralines, 30g",Chocolate,Chocolate,1,0.9,0.9,Normal
I2026002782,O202601428,2026-05-17,C0107,159,NewLand Hickory Smoked Barbecue Sauce 510 g,Cooking & Baking,Sauce,1,2.75,2.75,Normal
I2026002783,O202601428,2026-05-17,C0107,162,"NewLand Special Sauce For Burgers & Fries, 300g",Cooking & Baking,Frozen fries,2,2,4,Normal
I2026002784,O202601428,2026-05-17,C0107,208,"G Cherry Pop Sugar Free Flavored Soda, 300ml",Soft Drinks,Soft Drinks,2,0.55,1.1,Normal
I2026002785,O202601429,2026-05-17,C0035,260,"Almarai Mixed Fruit Juice, 200ml",Juices,Fruit And Veg,1,0.3,0.3,Normal
